id	1	2	3	4	5	6	7	8	9	10
148	1	0	0	0	0	0	0	0	1	1
149	0	1	0	1	0	0	0	1	1	0
150	0	1	0	0	0	0	0	1	1	0
151	1	1	1	0	1	0	0	1	1	1
152	0	0	1	1	1	0	1	0	0	0
153	1	1	1	1	1	1	0	0	1	1
154	0	0	1	1	1	0	0	1	0	0
155	0	0	0	1	0	1	1	0	0	1
156	1	1	1	0	0	0	1	1	1	1
157	1	0	1	1	0	0	0	0	0	0
158	0	1	1	1	0	0	0	1	0	1
159	1	0	1	0	0	0	1	0	1	0
160	1	1	1	1	1	1	0	0	0	1
161	0	1	0	1	0	1	0	1	1	0
162	0	1	1	1	1	0	1	1	1	1
163	0	0	1	0	0	0	0	1	1	1
164	0	0	1	0	0	1	0	0	0	1
165	0	1	1	1	1	0	1	0	1	1
166	0	0	0	1	0	1	1	1	1	1
167	0	0	1	0	1	0	1	1	1	1
168	1	0	0	1	0	1	1	1	0	0
169	1	1	1	1	0	0	1	1	1	0
170	0	0	1	0	1	0	0	1	0	0
171	1	0	1	0	1	1	0	0	1	1
172	0	0	1	0	1	0	1	1	1	0
173	1	1	1	0	1	1	0	1	0	0
174	1	1	0	1	0	0	1	1	0	1
175	0	0	1	1	0	0	1	1	1	0
176	0	1	0	0	0	1	1	0	1	0
177	1	1	1	0	1	0	1	0	0	0
178	1	1	0	1	0	1	0	1	0	0
179	1	0	0	0	0	0	0	1	0	1
180	1	1	0	1	1	1	0	0	0	1
181	1	0	1	0	1	1	1	1	1	1
182	0	0	0	0	0	1	0	1	1	0
183	1	0	1	1	0	1	1	1	1	1
184	0	1	1	0	1	1	1	0	0	1
185	1	0	1	0	1	0	0	0	1	0
186	1	0	1	1	1	0	0	0	0	1
187	0	0	0	1	1	0	0	1	0	0
188	1	0	1	1	0	0	0	0	1	0
189	0	1	1	0	1	0	1	1	0	1
190	1	1	0	1	0	0	0	0	0	1
191	1	1	0	0	1	0	0	1	0	1
192	1	0	1	1	1	1	1	0	1	1
193	0	0	1	0	1	1	0	1	0	0
194	0	0	0	1	1	0	0	1	1	1
195	0	0	1	0	0	0	1	1	1	0
196	0	1	0	0	1	1	0	0	0	1
197	0	0	1	1	1	1	1	0	0	1
198	1	0	0	1	1	1	0	1	1	0
199	1	0	0	0	0	1	0	0	0	0
200	1	0	1	0	0	1	0	0	1	1
201	1	0	0	0	0	0	1	1	1	1
202	0	0	0	0	1	0	1	0	1	0
203	1	0	0	0	1	1	1	0	1	1
204	0	1	1	1	1	1	1	1	0	0
205	1	0	1	1	1	0	0	1	1	1
206	1	1	0	0	1	0	1	0	1	0
207	0	1	1	0	1	0	0	1	0	0
208	0	0	0	1	1	0	1	1	0	1
209	1	1	0	0	1	0	1	1	1	0
210	1	0	0	0	0	0	0	1	1	1
211	0	0	0	1	0	1	1	1	1	1
212	0	0	0	1	0	1	0	0	0	1
213	0	1	1	0	1	1	0	0	1	1
214	0	1	1	1	0	1	1	0	1	1
215	1	0	0	0	0	1	0	1	0	1
216	0	1	1	0	1	1	1	1	0	1
217	0	0	1	0	0	1	1	0	1	1
218	0	1	0	0	1	1	1	0	1	1
219	0	1	1	1	0	1	1	0	1	1
220	1	0	0	1	0	0	1	0	1	0
221	0	0	1	0	1	0	0	1	0	1
222	1	0	1	0	0	1	1	1	1	1
223	0	0	0	0	0	1	0	1	1	1
224	1	0	1	0	1	0	1	1	1	1
225	1	0	0	0	1	1	1	0	1	1
226	0	1	0	1	0	1	0	0	1	1
227	0	1	0	1	1	1	1	1	1	1
228	1	1	1	0	1	1	0	1	1	0
229	1	0	0	0	1	0	1	0	1	0
230	0	1	0	1	0	1	1	1	1	0
231	0	0	0	1	0	1	1	0	0	1
232	1	1	1	1	1	1	0	0	1	1
233	0	1	1	0	0	1	0	1	1	0
234	0	0	1	0	0	0	0	1	0	0
235	1	1	0	0	0	1	0	1	1	1
236	0	0	1	0	1	0	0	0	1	1
237	0	0	0	1	0	0	1	1	0	0
238	0	0	1	0	1	0	0	1	1	0
239	1	1	1	0	0	0	0	0	1	1
240	1	1	1	1	1	0	1	1	0	1
241	1	0	0	1	1	0	1	1	0	1
242	0	1	0	0	1	0	1	0	1	0
243	1	1	1	0	1	0	0	1	1	1
244	1	0	0	0	0	1	0	0	0	1
245	1	1	0	0	0	1	1	0	0	0
246	1	0	1	0	1	1	1	1	1	1
247	1	1	1	1	1	0	1	1	0	1
248	0	0	1	0	1	0	1	1	1	1
249	0	0	1	1	1	0	0	0	1	0
250	1	0	1	1	1	1	1	1	0	1
251	0	1	1	1	1	0	1	1	0	0
252	0	1	0	0	0	1	0	1	1	1
253	1	1	0	1	0	1	0	1	0	1
254	1	1	0	1	1	0	1	1	1	0
255	0	1	0	0	0	1	1	0	0	0
256	0	0	1	1	0	0	0	0	0	1
257	0	0	1	1	0	0	1	0	1	1
258	1	1	1	1	0	1	1	0	0	1
259	1	1	0	1	1	0	0	1	0	0
260	0	1	1	0	0	1	1	0	1	1
261	1	0	1	1	1	0	0	0	1	1
262	1	0	1	1	0	1	1	1	0	1
263	1	1	1	1	1	1	0	0	0	0
264	1	1	0	1	1	1	1	1	0	1
265	0	0	1	0	1	0	0	0	0	1
266	0	1	0	1	0	0	1	0	0	1
267	1	0	1	0	1	0	0	0	1	0
268	1	1	1	1	0	1	1	0	0	0
269	0	0	1	1	0	1	1	1	0	1
270	0	0	1	0	0	0	0	1	1	0
271	0	0	1	1	0	1	0	0	0	1
272	1	0	0	0	0	0	1	0	1	0
273	1	1	0	1	0	0	1	1	1	1
274	0	0	0	1	1	0	1	0	1	1
275	1	0	0	1	0	0	1	1	1	1
276	0	0	1	1	0	1	1	1	1	0
277	1	1	0	0	0	1	0	1	0	1
278	1	1	0	0	0	1	0	1	1	1
279	0	1	0	1	1	0	0	1	0	0
280	0	1	1	0	0	0	0	0	0	1
281	1	0	0	1	1	1	1	0	0	1
282	1	1	0	1	0	0	0	1	0	1
283	1	1	1	0	0	1	1	0	1	0
284	1	1	0	0	0	1	0	0	0	0
285	1	1	1	0	1	0	0	0	0	1
286	1	1	1	1	1	0	1	1	0	0
287	0	1	1	1	1	1	1	0	0	1
288	1	0	0	1	0	0	1	0	1	0
289	1	0	1	1	1	0	0	0	0	1
290	1	0	0	0	1	1	1	1	1	1
291	1	0	0	1	1	0	0	0	1	1
292	1	1	0	0	1	1	0	1	1	1
293	0	0	0	1	1	1	1	1	0	0
294	1	1	0	1	1	1	1	1	0	0
295	1	0	1	1	0	0	0	1	0	0
296	1	1	1	0	0	1	0	0	0	0
297	1	1	0	1	1	1	0	1	1	1
298	0	1	1	1	0	0	1	1	1	0
299	0	1	0	1	1	0	1	1	0	1
300	0	0	0	1	0	0	0	1	1	1
301	1	0	1	1	0	1	1	1	1	0
302	1	1	0	0	1	0	1	0	1	0
303	1	1	0	1	1	1	0	0	1	1
304	1	0	0	0	0	0	1	0	1	0
305	0	0	1	1	1	0	1	0	1	0
306	1	1	1	0	0	0	0	0	0	0
307	1	1	1	1	0	1	0	0	1	1
308	0	1	1	0	0	1	1	0	1	0
309	1	0	1	1	0	0	0	1	0	1
310	1	0	1	1	0	1	1	0	0	0
311	1	1	1	1	1	1	0	1	0	0
312	0	0	0	0	1	0	1	1	1	1
313	1	1	1	0	0	0	0	1	1	0
314	1	0	0	1	0	1	0	1	1	0
315	1	1	1	1	0	1	1	1	1	1
316	1	0	0	1	0	0	1	1	0	0
317	0	1	1	0	1	1	1	0	0	1
318	1	1	1	0	0	1	1	0	1	1
319	0	1	1	1	0	1	1	1	0	0
320	0	1	0	0	0	1	0	0	1	0
321	0	0	0	1	0	0	0	1	0	0
322	1	1	0	1	0	0	1	0	0	1
323	1	1	0	0	0	0	0	0	1	1
324	1	1	1	1	1	1	0	0	1	1
325	1	0	1	0	1	1	1	0	0	0
326	0	1	1	1	1	1	1	0	0	0
327	0	1	0	1	0	1	1	1	1	0
328	1	0	1	0	0	0	1	0	1	0
329	1	0	1	1	0	0	0	0	1	1
330	1	0	1	0	1	1	1	0	1	1
331	0	1	1	0	0	0	0	1	1	0
332	1	1	0	0	1	0	1	0	0	0
333	1	0	1	1	0	1	0	0	1	1
334	0	1	0	0	1	1	0	0	0	1
335	1	1	0	1	0	0	1	0	0	0
336	0	0	0	0	0	1	0	1	0	0
337	1	0	1	1	0	1	0	0	1	0
338	1	0	1	1	1	0	0	0	1	1
339	0	0	0	1	0	1	1	1	0	0
340	0	0	0	0	0	1	1	0	0	1
341	0	1	0	0	1	0	1	0	1	0
342	1	0	1	1	1	0	1	0	0	1
343	1	1	1	0	0	1	0	0	1	0
344	0	1	0	1	1	0	0	0	1	0
345	0	1	1	0	0	0	0	1	1	0
346	0	0	0	0	0	0	1	1	1	1
347	1	0	0	1	1	0	1	0	0	0
348	1	1	1	1	0	0	1	0	0	1
349	1	0	0	0	1	1	1	0	1	1
350	1	0	0	1	1	0	0	1	0	1
351	1	1	1	0	1	1	0	1	0	0
352	1	1	1	0	1	1	1	1	1	0
353	1	0	1	0	1	0	0	0	1	1
354	0	1	1	0	0	1	0	0	0	1
355	0	0	0	0	0	0	0	1	0	0
356	0	1	1	1	0	1	1	1	0	1
357	1	1	1	0	1	1	0	1	0	0
358	1	0	0	1	1	1	1	0	0	0
359	1	1	0	0	0	1	1	0	0	1
360	1	0	0	1	1	1	1	1	1	0
361	1	1	0	0	0	0	1	0	0	0
362	1	0	0	0	1	0	0	0	0	1
363	0	0	0	0	0	0	1	0	0	1
364	1	1	0	1	1	1	1	1	1	0
365	1	0	0	1	0	1	1	0	0	1
366	1	1	0	0	1	0	1	1	1	1
367	0	1	1	0	0	0	1	0	1	1
368	1	1	1	0	0	0	0	1	0	1
369	1	0	1	1	0	0	1	0	0	1
370	0	0	1	0	0	1	0	0	1	0
371	1	1	0	0	1	1	1	0	0	1
372	1	1	1	1	0	0	0	0	0	0
373	0	0	1	1	0	0	0	0	1	0
374	0	0	0	0	0	0	1	0	0	1
375	0	1	0	0	0	1	1	1	0	0
376	1	0	0	1	1	1	0	1	1	0
377	1	0	1	0	0	0	0	0	1	1
378	1	0	1	1	1	1	1	1	0	1
379	1	1	0	1	0	0	0	0	1	0
380	0	1	0	1	1	1	0	1	0	1
381	1	1	1	1	1	0	1	1	0	0
382	0	1	1	0	0	0	1	0	1	1
383	1	0	0	0	0	0	1	0	1	1
384	0	1	0	0	0	1	0	0	0	0
385	0	0	0	1	1	0	1	1	0	0
386	0	1	1	0	0	0	0	0	1	0
387	1	0	0	0	1	1	0	0	1	0
388	1	1	1	1	1	1	0	0	0	0
389	0	0	1	1	0	1	0	0	0	1
390	1	1	1	0	0	1	1	0	1	0
391	0	1	1	0	0	0	0	1	1	0
392	0	1	0	0	0	1	1	0	1	0
393	0	1	1	0	1	0	1	1	0	0
394	1	1	0	1	0	1	1	0	1	1
395	0	0	0	1	1	1	0	0	0	1
396	0	0	1	0	0	1	0	0	0	1
397	1	1	0	0	0	1	0	0	0	0
398	0	0	1	1	0	0	1	1	0	0
399	1	1	1	1	1	0	1	1	0	0
400	1	1	0	1	1	1	0	1	0	0
401	0	0	1	0	1	1	0	1	0	0
402	0	0	1	0	1	0	1	0	1	0
403	1	0	1	1	0	1	0	1	0	0
404	1	1	0	1	0	1	1	1	0	0
405	1	1	0	1	0	1	1	1	0	1
406	0	0	1	0	1	0	0	0	1	1
407	0	0	1	0	0	0	0	0	1	1
408	1	0	0	0	0	0	0	0	0	1
409	1	1	0	1	1	1	0	0	0	1
410	1	1	1	1	0	0	1	0	1	1
411	0	1	0	0	0	0	0	0	0	0
412	0	0	0	1	1	0	1	1	0	0
413	0	1	1	0	1	0	1	1	1	1
414	1	1	0	1	1	0	0	1	1	1
415	0	1	0	1	1	0	1	1	1	0
416	1	1	1	1	1	0	1	1	0	1
417	0	0	1	0	0	0	0	0	1	1
418	0	0	1	1	1	0	1	1	1	0
419	0	1	0	0	0	1	1	0	1	0
420	0	0	0	1	1	1	0	0	0	1
421	1	0	0	0	0	1	1	1	0	0
422	0	1	0	1	0	0	1	0	0	0
423	0	0	0	0	0	1	1	1	0	1
424	1	0	0	0	1	0	1	1	0	0
425	1	0	1	0	0	0	1	1	1	1
426	0	1	1	0	0	0	1	1	0	0
427	0	0	1	0	0	1	1	1	1	0
428	1	0	1	0	0	0	1	1	1	0
429	0	1	1	1	1	1	0	0	0	0
430	0	0	1	0	1	1	1	0	0	1
431	0	0	1	1	0	1	0	0	0	0
432	0	1	1	1	0	1	0	1	1	1
433	0	0	1	0	0	1	0	1	1	0
434	0	0	1	0	0	0	1	0	1	0
435	1	1	0	0	0	1	0	1	1	1
436	1	1	1	0	0	0	0	1	0	1
437	0	1	1	0	1	1	1	1	0	1
438	1	1	0	0	0	0	0	1	1	1
439	1	0	1	1	0	0	0	0	0	1
440	1	1	0	0	0	0	1	0	1	0
441	1	1	1	0	1	1	1	0	1	0
442	1	1	0	1	0	0	0	0	1	1
443	1	1	0	1	1	1	1	0	0	1
444	0	0	0	1	0	1	0	1	0	0
445	0	1	0	0	1	0	1	1	1	0
446	1	0	0	0	1	1	1	0	1	0
447	0	0	1	0	1	1	0	0	0	0
448	0	1	0	0	1	0	0	0	1	1
449	0	0	1	0	1	1	0	1	0	0
450	1	0	0	0	1	1	0	0	0	0
451	1	0	1	1	0	0	0	0	0	1
452	0	0	1	0	0	1	1	1	0	0
453	0	0	1	0	1	1	0	0	1	0
454	0	0	0	0	0	0	0	1	0	1
455	0	1	1	0	0	0	1	1	0	0
456	0	0	1	0	0	0	0	1	0	1
457	1	0	0	1	0	0	0	1	1	1
458	0	1	1	1	1	1	1	0	0	1
459	1	0	1	0	0	1	0	1	1	0
460	0	0	1	0	1	0	0	0	1	0
461	1	1	1	0	0	0	1	0	0	1
462	0	0	0	0	0	1	0	0	1	1
463	0	1	0	1	1	0	1	1	0	1
464	0	1	0	0	0	0	1	0	1	0
465	0	1	1	1	0	0	0	0	0	1
466	1	0	1	1	0	0	1	0	0	0
467	1	0	1	1	1	0	1	0	1	1
468	1	1	1	1	1	0	1	1	1	1
469	1	0	1	0	0	1	1	1	1	0
470	0	1	1	1	1	0	0	1	1	1
471	1	0	1	1	1	0	0	1	0	1
472	0	1	0	0	0	1	1	1	0	1
473	0	0	1	1	1	0	0	1	1	0
474	0	0	1	0	1	0	0	1	1	0
475	1	0	0	0	1	1	1	0	1	0
476	0	0	1	1	1	1	1	0	0	0
477	1	1	1	0	1	1	1	0	1	1
478	1	0	1	0	0	1	1	0	0	0
479	0	1	1	1	0	0	1	1	0	1
480	1	0	0	0	0	1	1	1	1	0
481	1	0	1	1	1	1	1	0	0	1
482	1	0	1	1	1	0	1	0	1	0
483	1	0	0	0	0	1	1	0	0	0
484	1	1	0	0	0	0	1	0	1	1
485	0	1	1	0	0	0	0	1	0	0
486	1	0	0	0	0	0	1	1	0	0
487	0	0	1	0	0	1	0	0	1	0
488	0	1	1	0	1	0	0	0	1	0
489	0	1	1	1	0	1	1	0	0	0
490	0	0	0	1	1	1	1	1	0	0
491	1	0	0	1	0	1	1	0	0	0
492	0	1	0	1	0	1	0	1	0	0
493	0	0	1	0	0	1	0	1	1	1
494	1	0	0	0	0	1	0	1	0	0
495	0	1	1	1	0	1	0	1	0	0
496	0	1	1	1	0	1	0	1	1	1
497	1	0	0	0	1	1	1	0	0	1
498	1	1	0	0	1	1	0	0	1	0
499	0	1	1	1	0	0	1	0	1	0
500	0	0	1	0	0	0	0	0	0	1
501	1	1	1	1	1	0	1	1	1	1
502	0	1	0	0	1	1	1	0	1	1
503	1	1	1	0	1	0	0	1	0	0
504	1	0	0	1	1	0	1	1	1	1
505	0	1	1	0	1	0	0	0	1	1
506	0	0	1	0	0	1	0	0	0	0
507	0	0	0	1	0	1	0	0	0	0
508	0	1	1	0	1	0	0	1	1	1
509	1	0	0	0	1	0	0	0	1	0
510	1	0	0	1	0	0	0	1	0	1
511	1	1	0	0	0	0	0	1	0	1
512	0	1	1	1	0	0	0	0	0	1
513	0	0	0	1	1	0	0	1	0	0
514	1	0	1	1	1	1	0	1	0	0
515	0	1	1	0	0	0	1	1	1	0
516	1	0	0	1	0	1	1	0	0	1
517	0	1	0	1	0	1	1	1	0	1
518	0	0	0	0	0	0	1	0	1	0
519	1	0	0	1	0	0	0	0	1	0
520	1	1	0	0	1	0	1	1	0	0
521	0	1	1	0	1	0	0	0	0	0
522	0	1	0	0	0	1	0	1	0	1
523	0	0	0	1	0	0	1	1	0	1
524	1	1	1	1	1	1	1	1	0	0
525	1	0	0	1	1	1	0	0	1	1
526	1	0	0	0	0	0	1	1	0	0
527	0	1	0	0	1	1	0	1	1	0
528	1	1	1	0	1	1	0	0	0	1
529	1	0	1	1	1	1	0	0	0	1
530	0	0	0	0	0	1	1	1	1	0
531	1	1	0	1	1	1	1	1	1	1
532	0	0	1	0	1	1	0	1	1	1
533	1	1	1	1	1	1	0	1	0	0
534	0	0	1	1	1	1	0	1	0	0
535	1	0	1	1	0	1	0	0	1	1
536	0	0	0	1	0	1	0	0	1	1
537	0	0	1	0	0	1	1	0	1	1
538	0	0	1	0	0	1	1	1	0	0
539	0	0	1	0	0	0	0	1	0	0
540	1	1	1	0	1	0	1	0	1	0
541	1	0	0	0	1	0	0	0	1	0
542	1	0	1	0	0	0	0	0	0	1
543	0	0	0	0	0	1	0	1	1	1
544	0	1	0	0	1	1	1	1	0	0
545	0	1	0	0	0	1	0	1	0	0
546	0	1	0	1	0	0	0	1	1	0
547	0	1	1	1	0	0	0	0	0	1
548	1	1	0	0	0	0	0	0	1	1
549	0	0	1	0	1	0	1	0	1	0
550	0	1	1	1	1	1	0	0	0	1
551	0	1	0	0	0	0	1	1	1	1
552	1	1	0	1	0	0	0	0	1	0
553	1	0	0	1	0	0	0	1	1	0
554	1	1	0	0	0	0	0	0	0	1
555	0	0	1	1	1	1	1	1	1	1
556	0	1	0	0	0	1	0	1	1	1
557	1	1	0	0	0	1	0	0	1	0
558	1	1	1	0	1	1	1	1	1	0
559	1	1	1	1	1	0	1	1	0	0
560	1	0	1	0	1	1	1	1	0	1
561	0	1	0	1	0	1	0	0	0	1
562	0	1	1	1	1	1	1	1	0	0
563	1	0	0	0	1	0	1	1	0	0
564	1	1	0	1	0	1	1	0	1	1
565	1	0	1	1	0	0	0	1	0	0
566	1	0	1	0	0	1	0	1	0	0
567	1	1	0	1	0	1	1	1	1	1
568	1	1	1	1	1	1	0	0	1	0
569	0	0	0	1	0	0	0	0	0	0
570	1	1	0	1	0	1	1	1	0	0
571	1	1	1	0	1	1	0	1	1	1
572	0	1	1	1	0	1	1	1	0	0
573	0	0	1	0	1	1	1	1	0	1
574	1	0	1	1	0	0	1	1	1	0
575	1	1	0	1	1	1	0	1	1	0
576	1	0	1	0	1	0	1	0	0	1
577	1	1	1	0	1	1	0	0	1	1
578	1	0	1	1	0	1	1	1	0	1
579	1	0	1	1	0	0	1	0	1	1
580	1	0	0	1	0	0	1	0	1	1
581	1	1	0	1	0	0	0	1	0	0
582	1	0	1	0	1	1	0	0	1	0
583	0	1	1	0	0	1	0	0	0	0
584	1	0	1	1	0	1	0	0	0	0
585	0	0	1	0	0	1	0	0	1	0
586	0	0	0	0	0	0	1	0	1	0
587	1	1	0	0	0	1	1	1	1	0
588	0	0	0	1	0	0	0	0	1	1
589	1	0	1	1	0	0	1	0	1	0
590	0	1	1	0	1	1	0	1	1	0
591	1	0	0	0	0	0	0	1	1	0
592	1	0	1	1	0	1	0	1	1	0
593	1	0	0	0	1	1	1	0	0	1
594	0	1	0	1	1	1	1	0	1	1
595	0	1	0	1	1	1	1	0	1	0
596	1	0	0	1	0	0	1	1	0	1
597	1	0	1	0	1	1	1	0	1	1
598	0	0	0	0	1	0	1	0	1	1
599	1	0	0	0	1	1	1	0	1	1
600	1	1	0	1	0	1	1	0	1	0
601	0	0	0	1	1	0	1	1	1	0
602	0	0	1	0	1	1	1	0	0	0
603	0	0	0	0	1	1	1	1	0	1
604	1	0	0	0	1	0	1	1	0	0
605	0	1	0	0	1	0	1	1	1	1
606	0	0	0	0	0	0	1	0	1	1
607	0	1	0	1	1	0	1	1	1	1
608	1	1	0	0	1	1	1	0	0	1
609	0	0	0	0	1	1	1	1	1	1
610	0	1	0	0	0	0	0	0	0	0
611	1	0	1	0	0	1	0	0	0	1
612	0	0	0	1	0	0	0	0	1	1
613	0	1	1	0	0	1	1	1	0	0
614	1	0	1	1	0	1	1	1	0	0
615	0	1	0	1	1	0	1	1	1	0
616	0	0	0	0	0	0	1	1	1	1
617	0	0	1	0	0	1	1	0	0	1
618	1	1	1	1	1	0	1	1	0	0
619	1	1	0	1	1	1	0	0	1	0
620	0	0	1	0	1	0	0	0	0	1
621	1	0	1	1	0	1	0	0	0	0
622	1	0	1	0	1	1	0	0	1	1
623	1	0	1	1	1	0	1	1	0	0
624	1	1	0	0	1	0	0	1	1	1
625	0	1	0	0	1	0	1	0	0	0
626	1	1	1	0	0	0	1	1	1	0
627	0	1	1	0	1	0	0	0	0	1
628	1	0	0	0	1	1	1	0	0	1
629	0	0	0	0	1	0	0	1	1	1
630	1	0	1	0	1	1	1	1	0	1
631	0	0	1	1	0	0	0	0	0	0
632	0	1	0	1	1	0	1	0	1	0
633	1	1	0	0	1	0	0	1	1	0
