id	approved_rate	skipped_rate	expired_rate	rejected_rate	education	english_profile	english_tested	banned
217	0.8909091	0.036363635	0.07272727	0.0	high	1	1	0
218	0.0	0.0	1.0	0.0	middle	1	0	0
219	0.6820809	0.15606937	0.011560693	0.15028901	high	1	1	1
220	0.0	0.0	0.0	1.0	high	1	1	0
221	0.0	0.5	0.5	0.0	high	1	1	0
222	0.6532663	0.040201005	0.030150754	0.2763819	high	1	1	0
223	0.9375	0.0	0.0625	0.0	high	1	1	0
224	0.32166302	0.0	0.0	0.678337	high	1	1	1
225	0.8484849	0.116883114	0.017316017	0.017316017	high	1	1	0
226	0.8713693	0.0	0.026970955	0.10165975	high	1	1	1
227	0.0	0.0	0.25	0.75	none	1	1	0
228	0.95652175	0.0	0.04347826	0.0	high	1	1	1
229	0.75	0.0	0.25	0.0	high	1	1	0
230	0.18181819	0.0	0.0	0.8181818	none	1	1	0
231	0.94520545	0.0	0.01369863	0.04109589	none	1	1	0
232	0.6666667	0.0	0.33333334	0.0	high	1	0	1
233	0.0	0.0	1.0	0.0	none	1	1	0
234	0.0	0.0	1.0	0.0	none	1	1	0
235	0.9655172	0.03448276	0.0	0.0	high	1	1	0
236	0.9874608	0.0	0.012539185	0.0	high	1	1	0
237	0.5	0.0	0.5	0.0	none	1	1	0
238	0.20634921	0.7380952	0.031746034	0.023809524	high	1	1	0
239	0.0	0.0	1.0	0.0	none	1	1	0
240	0.6055046	0.07339449	0.0091743115	0.3119266	high	1	1	0
241	0.0	0.0	0.0	1.0	middle	0	0	0
242	1.0	0.0	0.0	0.0	none	1	1	1
243	0.0	0.0	1.0	0.0	basic	1	1	0
244	0.15384616	0.0	0.0	0.84615386	high	1	1	0
245	0.36842105	0.42105263	0.05263158	0.15789473	none	1	1	0
246	0.6666667	0.0	0.33333334	0.0	none	1	1	0
247	0.0	0.0	0.0	1.0	none	1	1	0
248	0.0	0.5	0.5	0.0	high	1	1	0
249	1.0	0.0	0.0	0.0	high	1	1	1
250	0.9746835	0.0	0.025316456	0.0	basic	1	1	0
251	0.9259259	0.037037037	0.037037037	0.0	high	1	1	1
252	0.0	0.0	0.14285715	0.85714287	none	1	1	1
253	0.030303031	0.0	0.030303031	0.93939394	none	1	1	0
254	0.4	0.0	0.3	0.3	none	1	1	0
255	0.3018868	0.0	0.03773585	0.6603774	none	1	1	0
256	0.25	0.0	0.0	0.75	high	1	1	0
257	0.0	0.0	0.0	1.0	none	1	1	0
258	0.9849246	0.00837521	0.0067001674	0.0	high	1	1	1
259	0.23809524	0.0	0.0	0.7619048	none	1	0	0
260	0.74418604	0.023255814	0.023255814	0.20930232	high	1	1	0
261	0.8947368	0.0877193	0.01754386	0.0	basic	1	1	0
262	0.71428573	0.0	0.2857143	0.0	high	1	1	1
263	1.0	0.0	0.0	0.0	high	1	1	1
264	0.7777778	0.22222222	0.0	0.0	high	1	1	0
265	0.0	0.0	1.0	0.0	high	1	1	0
266	0.45454547	0.13636364	0.045454547	0.36363637	none	1	1	0
267	0.7444877	0.23994812	0.009079118	0.0064850845	high	1	1	1
268	1.0	0.0	0.0	0.0	middle	1	0	0
269	0.90140843	0.0	0.018779343	0.07981221	none	1	1	0
270	0.0	0.0	0.0	1.0	none	1	1	0
271	0.6666667	0.0	0.0	0.33333334	none	1	1	0
272	0.7408	0.2032	0.0208	0.0352	middle	1	1	1
273	0.0	0.0	0.0	1.0	none	1	1	0
274	0.9285714	0.0	0.071428575	0.0	none	1	1	0
275	0.0	0.0	1.0	0.0	high	1	1	0
276	1.0	0.0	0.0	0.0	high	1	1	0
277	0.8333333	0.0	0.16666667	0.0	high	1	0	1
278	0.3846154	0.0	0.15384616	0.46153846	high	1	1	0
279	0.5967742	0.0	0.0	0.4032258	high	1	1	1
280	0.94711536	0.033653848	0.014423077	0.0048076925	high	1	1	0
281	0.8	0.036363635	0.018181818	0.14545454	high	1	1	0
282	0.4848485	0.0	0.030303031	0.4848485	none	1	0	0
283	0.0	0.0	1.0	0.0	none	1	1	0
284	0.8013245	0.03311258	0.01986755	0.14569536	high	1	1	0
285	0.0	0.0	1.0	0.0	high	1	0	0
286	0.0	0.0	1.0	0.0	none	1	1	0
287	0.5	0.0	0.0	0.5	none	1	1	0
288	0.0	0.0	1.0	0.0	basic	1	0	0
289	0.028985508	0.0	0.0	0.9710145	none	1	1	0
290	0.0	0.0	1.0	0.0	none	1	1	0
291	0.8333333	0.0	0.16666667	0.0	none	1	0	0
292	0.42372882	0.0	0.02259887	0.5536723	high	1	0	0
293	0.983871	0.0	0.0	0.016129032	high	1	1	0
294	0.9727273	0.0	0.027272727	0.0	high	1	0	0
295	0.0	0.0	1.0	0.0	none	1	0	0
296	0.6666667	0.0	0.33333334	0.0	high	1	1	1
297	0.53846157	0.0	0.07692308	0.3846154	high	1	1	1
298	1.0	0.0	0.0	0.0	high	1	1	0
299	0.5	0.0	0.5	0.0	high	1	1	0
300	0.5469613	0.0	0.027624309	0.42541435	high	1	1	1
301	0.7553957	0.21942446	0.025179856	0.0	high	1	1	1
302	0.0	0.0	1.0	0.0	none	1	1	0
303	0.84615386	0.0	0.15384616	0.0	none	1	1	0
304	0.7777778	0.0	0.0	0.22222222	none	1	1	0
305	0.90851736	0.05362776	0.025236594	0.012618297	high	1	1	0
306	0.36331362	0.6	0.026035503	0.010650887	high	1	1	0
307	0.61538464	0.0	0.0	0.3846154	none	1	1	0
308	0.63414633	0.0	0.048780486	0.31707317	none	1	1	0
309	0.8888889	0.0	0.11111111	0.0	high	1	1	0
310	0.33333334	0.0	0.6666667	0.0	none	1	1	0
311	0.6052632	0.28947368	0.0	0.10526316	high	1	0	0
312	0.24696356	0.6510121	0.0048582996	0.097165994	high	1	1	0
313	0.07692308	0.0	0.0	0.9230769	none	1	1	0
314	0.71428573	0.0	0.14285715	0.14285715	none	1	1	0
315	0.0	0.0	0.5	0.5	none	1	1	0
316	0.0	0.5	0.5	0.0	middle	1	1	0
317	1.0	0.0	0.0	0.0	none	1	1	0
318	0.25	0.0	0.75	0.0	none	1	1	0
319	0.5623472	0.07579462	0.009779952	0.35207823	high	1	1	0
320	0.8666667	0.0	0.13333334	0.0	none	1	0	0
321	0.8666667	0.0	0.13333334	0.0	high	1	1	1
322	0.85714287	0.14285715	0.0	0.0	none	1	1	1
323	0.8	0.0	0.2	0.0	high	1	1	0
324	0.0	0.0	0.0	1.0	high	1	1	1
325	0.97727275	0.0056818184	0.017045455	0.0	none	1	1	0
326	1.0	0.0	0.0	0.0	high	1	1	0
327	1.0	0.0	0.0	0.0	none	1	1	0
328	1.0	0.0	0.0	0.0	none	1	1	0
329	0.625	0.25	0.125	0.0	none	1	1	0
330	0.0	0.5	0.5	0.0	high	1	1	0
331	0.57758623	0.15517241	0.02586207	0.2413793	high	1	1	0
332	0.5	0.0	0.5	0.0	none	1	1	0
333	0.9851485	0.0	0.00990099	0.004950495	high	1	0	0
334	0.7894737	0.21052632	0.0	0.0	high	1	1	0
335	0.67142856	0.0	0.2857143	0.042857144	high	1	0	0
336	0.8	0.2	0.0	0.0	high	1	0	0
337	0.64705884	0.0	0.11764706	0.23529412	none	1	1	0
338	0.75	0.0	0.25	0.0	high	1	1	1
339	0.96428573	0.0037593986	0.02255639	0.009398496	high	1	1	0
340	0.6888889	0.0	0.0	0.31111112	none	1	1	0
341	0.9809524	0.0	0.01904762	0.0	high	1	1	0
342	0.8	0.0	0.13333334	0.06666667	high	1	0	0
343	0.8333333	0.0	0.16666667	0.0	high	1	0	1
344	0.7525773	0.0	0.030927835	0.21649484	high	1	1	1
345	0.4	0.0	0.0	0.6	none	1	1	0
346	0.6	0.06666667	0.23333333	0.1	high	1	1	0
347	0.969697	0.0	0.030303031	0.0	high	1	0	0
348	0.0	0.0	1.0	0.0	high	1	1	0
349	0.8125	0.125	0.0	0.0625	high	1	1	0
350	0.875	0.0	0.125	0.0	high	1	0	1
351	0.36363637	0.0	0.22727273	0.4090909	high	1	1	0
352	0.85	0.1	0.05	0.0	middle	1	1	0
353	0.8333333	0.0	0.16666667	0.0	none	1	1	0
354	0.0	0.0	1.0	0.0	high	1	0	0
355	0.8684211	0.0	0.10526316	0.02631579	basic	1	1	1
356	0.90909094	0.0	0.09090909	0.0	high	1	1	0
357	1.0	0.0	0.0	0.0	none	1	1	0
358	0.46	0.0	0.0	0.54	high	1	1	1
359	0.7798742	0.19496855	0.025157232	0.0	high	1	1	1
360	0.0	0.0	1.0	0.0	high	1	0	0
361	0.42857143	0.0	0.14285715	0.42857143	none	1	1	0
362	0.0	0.0	1.0	0.0	none	1	1	0
363	0.0	0.6666667	0.33333334	0.0	high	1	1	0
364	0.8425	0.1575	0.0	0.0	high	1	1	0
365	0.0	0.0	1.0	0.0	none	1	1	0
366	0.33333334	0.0	0.0	0.6666667	middle	1	0	0
367	0.0	0.0	0.0	1.0	high	1	1	0
368	0.27272728	0.0	0.18181819	0.54545456	high	1	1	0
369	0.8108108	0.054054055	0.13513513	0.0	high	1	1	0
370	0.6954023	0.25862068	0.04597701	0.0	high	1	1	1
371	0.84183675	0.0	0.014030612	0.14413266	basic	1	1	1
372	0.0	0.0	1.0	0.0	none	1	1	0
373	0.52398527	0.4501845	0.025830258	0.0	high	1	0	0
374	0.5	0.0	0.5	0.0	high	0	0	0
375	1.0	0.0	0.0	0.0	none	1	1	1
376	0.26413345	0.5773865	0.032437444	0.12604263	high	1	0	1
377	0.95714283	0.0	0.042857144	0.0	basic	1	0	0
378	0.0	0.0	1.0	0.0	none	1	1	0
379	0.6666667	0.0	0.0	0.33333334	high	1	1	0
380	0.8787879	0.09090909	0.030303031	0.0	high	1	1	1
381	1.0	0.0	0.0	0.0	high	1	1	1
382	0.9512195	0.0	0.0121951215	0.036585364	none	1	1	0
383	0.7380952	0.0	0.0	0.26190478	high	1	1	0
384	0.0	0.25	0.75	0.0	high	1	1	0
385	0.4473684	0.28947368	0.013157895	0.25	high	1	1	0
386	0.16666667	0.33333334	0.0	0.5	none	1	1	0
387	0.5294118	0.0	0.05882353	0.4117647	high	1	1	0
388	0.8363636	0.0	0.0	0.16363636	high	1	1	1
389	0.5151515	0.121212125	0.09090909	0.27272728	none	1	1	0
390	0.0	0.0	1.0	0.0	high	1	0	0
391	0.96666664	0.0	0.033333335	0.0	high	1	1	0
392	0.71428573	0.14285715	0.14285715	0.0	none	1	1	0
393	0.80851066	0.0	0.10638298	0.08510638	none	1	1	0
394	0.40944883	0.0	0.0	0.5905512	none	1	1	0
395	0.4090909	0.0	0.09090909	0.5	none	1	1	0
396	0.21428572	0.21428572	0.071428575	0.5	high	1	0	0
397	0.0	0.5	0.5	0.0	high	1	1	0
398	1.0	0.0	0.0	0.0	high	0	0	0
399	0.8268551	0.0	0.003533569	0.1696113	high	1	1	0
400	0.0	0.0	0.0	1.0	none	1	1	0
401	0.96590906	0.0	0.03409091	0.0	high	1	1	0
402	0.9736842	0.00877193	0.01754386	0.0	high	1	0	0
403	0.6	0.0	0.4	0.0	high	1	1	0
404	0.6666667	0.0	0.33333334	0.0	high	1	0	0
405	0.6539924	0.07984791	0.022813689	0.243346	high	1	1	1
406	0.6527778	0.0	0.097222224	0.25	high	1	1	1
407	0.0	0.0	1.0	0.0	none	1	1	0
408	0.64285713	0.0	0.35714287	0.0	high	1	1	0
409	0.974359	0.0	0.025641026	0.0	high	1	1	0
410	0.53846157	0.0	0.07692308	0.3846154	high	1	1	0
411	0.27906978	0.59302324	0.023255814	0.10465116	high	1	1	0
412	1.0	0.0	0.0	0.0	basic	1	1	1
413	0.5	0.0	0.5	0.0	high	1	1	0
414	0.0	0.0	0.037037037	0.962963	none	1	1	0
415	0.63492066	0.33968255	0.015343916	0.01005291	high	1	1	1
416	0.9767442	0.0	0.023255814	0.0	high	1	1	0
417	0.0	0.0	0.0	1.0	middle	0	0	0
418	0.6	0.0	0.2	0.2	none	1	1	0
419	0.53333336	0.3	0.1	0.06666667	high	1	1	0
420	0.0	0.5	0.25	0.25	high	1	1	0
421	0.76521736	0.0	0.0	0.2347826	high	1	1	1
422	0.0	0.5	0.5	0.0	high	1	1	0
423	0.44444445	0.22222222	0.11111111	0.22222222	none	1	0	0
424	0.88554215	0.0	0.024096385	0.090361446	high	1	1	0
425	0.62222224	0.0	0.0	0.37777779	none	1	1	0
426	0.42857143	0.0	0.14285715	0.42857143	high	1	1	0
427	0.0	0.0	1.0	0.0	high	1	1	0
428	0.90909094	0.0	0.09090909	0.0	high	1	0	1
429	0.72727275	0.27272728	0.0	0.0	high	1	1	0
430	0.9849624	0.0	0.015037594	0.0	high	1	1	0
431	0.5	0.0	0.0	0.5	none	1	1	0
432	1.0	0.0	0.0	0.0	high	1	1	1
433	0.92727274	0.0	0.07272727	0.0	none	1	1	0
434	0.0	0.0	1.0	0.0	none	1	1	0
435	0.4642857	0.0	0.0	0.53571427	high	1	1	0
436	1.0	0.0	0.0	0.0	high	1	1	0
437	0.46666667	0.0	0.0	0.53333336	none	1	1	0
438	0.4347826	0.08695652	0.08695652	0.39130434	high	1	1	0
439	1.0	0.0	0.0	0.0	none	1	1	0
440	0.7	0.26666668	0.033333335	0.0	none	0	0	0
441	0.0	0.0	1.0	0.0	high	1	1	0
442	1.0	0.0	0.0	0.0	high	1	1	0
443	0.75	0.0	0.25	0.0	none	1	1	1
444	0.0	0.0	1.0	0.0	none	1	1	0
445	0.9489796	0.006122449	0.01632653	0.028571429	high	1	1	0
446	0.0	0.0	1.0	0.0	none	0	0	0
447	0.53571427	0.0	0.017857144	0.44642857	none	1	1	0
448	0.7832168	0.15384616	0.062937066	0.0	basic	1	0	0
449	0.9166667	0.0	0.083333336	0.0	high	1	1	0
450	0.0	0.0	1.0	0.0	basic	1	1	0
451	0.325	0.0	0.025	0.65	high	1	1	0
452	0.73134327	0.26865673	0.0	0.0	none	1	1	1
453	0.5833333	0.0	0.0	0.41666666	high	1	1	1
454	0.86206895	0.0	0.0	0.13793103	none	1	1	0
455	0.90909094	0.0	0.015151516	0.07575758	high	1	1	0
456	0.86507934	0.125	0.009920635	0.0	none	1	1	0
457	0.90909094	0.0	0.09090909	0.0	basic	1	1	0
458	0.9411765	0.0	0.05882353	0.0	none	1	1	0
459	1.0	0.0	0.0	0.0	high	1	1	1
460	0.5897436	0.0	0.051282052	0.35897437	none	1	1	0
461	0.6666667	0.0	0.0952381	0.23809524	high	1	1	0
462	0.2967033	0.5879121	0.025641026	0.08974359	high	1	1	0
463	0.7032551	0.21877366	0.017411051	0.06056018	high	1	1	1
464	0.98275864	0.0	0.01724138	0.0	high	1	0	0
465	1.0	0.0	0.0	0.0	high	1	0	0
466	0.73913044	0.08695652	0.13043478	0.04347826	none	1	1	1
467	0.97530866	0.0	0.024691358	0.0	high	1	0	1
